# dataset=imagenette px=64 epochs=50 seed=2 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,time_s,lr
muonsam,31,0.1001,89.48,1444.9,0.02
muonsam,32,0.0980,88.79,1497.5,0.02
muonsam,33,0.0903,90.42,1550.0,0.02
muonsam,34,0.0951,89.15,1602.2,0.02
muonsam,35,0.0918,89.91,1654.5,0.02
muonsam,36,0.0828,90.75,1706.5,0.02
muonsam,37,0.0785,90.42,1759.0,0.02
muonsam,38,0.0786,89.76,1811.5,0.02
muonsam,39,0.0722,90.45,1864.0,0.02
muonsam,40,0.0746,90.78,1916.1,0.02
muonsam,41,0.0773,90.93,1967.8,0.02
muonsam,42,0.0767,89.83,2020.1,0.02
muonsam,43,0.0657,90.57,2072.3,0.02
muonsam,44,0.0673,90.34,2124.4,0.02
muonsam,45,0.0676,90.37,2176.6,0.02
muonsam,46,0.0752,90.88,2228.3,0.02
muonsam,47,0.0711,91.46,2280.7,0.02
muonsam,48,0.0650,89.86,2333.0,0.02
muonsam,49,0.0668,90.37,2385.0,0.02
muonsam,50,0.0648,91.44,2437.2,0.02
adamw,1,1.7514,49.78,35.7,0.001
adamw,2,1.2990,56.66,71.5,0.001
adamw,3,1.1339,56.66,107.4,0.001
adamw,4,1.0341,55.49,143.3,0.001
adamw,5,0.9307,66.80,179.1,0.001
adamw,6,0.8770,66.50,214.8,0.001
adamw,7,0.8096,63.39,250.5,0.001
adamw,8,0.7613,65.73,286.5,0.001
adamw,9,0.7407,67.75,322.5,0.001
adamw,10,0.6895,72.43,358.2,0.001
adamw,11,0.6160,74.42,393.9,0.001
adamw,12,0.6043,76.33,429.9,0.001
adamw,13,0.5955,76.99,466.1,0.001
adamw,14,0.5869,75.41,501.8,0.001
adamw,15,0.5505,79.34,537.4,0.001
adamw,16,0.5174,79.34,573.1,0.001
adamw,17,0.5103,76.71,608.8,0.001
adamw,18,0.4806,74.14,644.8,0.001
adamw,19,0.4744,79.18,680.8,0.001
adamw,20,0.4458,78.29,716.5,0.001
adamw,21,0.4573,81.96,752.3,0.001
adamw,22,0.4108,81.25,788.4,0.001
adamw,23,0.3980,79.54,824.2,0.001
adamw,24,0.3826,83.57,859.9,0.001
adamw,25,0.3831,81.20,895.6,0.001
adamw,26,0.3720,79.64,931.8,0.001
adamw,27,0.3464,83.62,967.9,0.001
adamw,28,0.3360,78.98,1003.7,0.001
adamw,29,0.3445,79.21,1039.4,0.001
adamw,30,0.3208,82.75,1075.1,0.001
adamw,31,0.3281,80.15,1110.8,0.001
adamw,32,0.3053,82.80,1146.6,0.001
adamw,33,0.2958,83.62,1182.6,0.001
adamw,34,0.2950,84.97,1218.5,0.001
adamw,35,0.2735,84.94,1254.3,0.001
adamw,36,0.2584,82.45,1290.0,0.001
adamw,37,0.2655,81.35,1325.8,0.001
adamw,38,0.2539,82.19,1361.7,0.001
adamw,39,0.2379,82.34,1397.7,0.001
adamw,40,0.2244,84.03,1433.8,0.001
adamw,41,0.2306,85.73,1469.9,0.001
adamw,42,0.2163,85.30,1505.8,0.001
adamw,43,0.2255,84.71,1541.8,0.001
adamw,44,0.2094,86.22,1577.9,0.001
adamw,45,0.2128,85.81,1613.6,0.001
adamw,46,0.1942,84.10,1649.3,0.001
adamw,47,0.2081,84.82,1685.5,0.001
adamw,48,0.1950,86.85,1721.3,0.001
adamw,49,0.1960,85.27,1757.0,0.001
adamw,50,0.1903,85.12,1792.7,0.001
sam,1,2.4168,34.60,67.1,0.05
sam,2,1.7670,45.30,134.0,0.05
sam,3,1.5081,54.17,201.0,0.05
sam,4,1.3509,58.47,268.2,0.05
sam,5,1.2323,57.58,335.4,0.05
sam,6,1.1480,65.55,402.3,0.05
sam,7,1.0863,65.22,469.3,0.05
sam,8,0.9909,66.68,536.5,0.05
sam,9,0.9548,68.54,603.8,0.05
sam,10,0.9077,72.10,671.1,0.05
sam,11,0.8344,72.46,738.2,0.05
sam,12,0.7963,73.68,805.5,0.05
sam,13,0.7623,68.03,872.6,0.05
sam,14,0.7343,72.99,939.7,0.05
sam,15,0.7137,77.20,1006.8,0.05
sam,16,0.6698,78.24,1074.0,0.05
sam,17,0.6506,74.42,1141.3,0.05
sam,18,0.6145,78.39,1208.2,0.05
sam,19,0.6034,78.88,1275.5,0.05
sam,20,0.5670,74.90,1342.6,0.05
sam,21,0.5769,76.61,1409.8,0.05
sam,22,0.5365,77.35,1477.0,0.05
sam,23,0.5127,80.38,1544.3,0.05
sam,24,0.4997,80.20,1611.6,0.05
sam,25,0.4799,78.42,1678.7,0.05
sam,26,0.4736,78.65,1745.8,0.05
sam,27,0.4440,81.10,1813.0,0.05
sam,28,0.4353,80.99,1880.2,0.05
sam,29,0.4329,82.47,1947.3,0.05
sam,30,0.3956,82.55,2014.5,0.05
sam,31,0.3977,82.32,2081.7,0.05
sam,32,0.3933,84.94,2148.9,0.05
sam,33,0.3748,82.47,2216.1,0.05
sam,34,0.3714,84.41,2283.2,0.05
sam,35,0.3562,84.20,2350.6,0.05
sam,36,0.3280,83.95,2417.8,0.05
sam,37,0.3228,81.94,2485.0,0.05
sam,38,0.3242,83.62,2552.2,0.05
sam,39,0.2987,83.06,2619.1,0.05
sam,40,0.3018,84.89,2686.4,0.05
sam,41,0.2925,85.99,2753.3,0.05
sam,42,0.2819,85.58,2820.4,0.05
sam,43,0.2791,84.18,2887.7,0.05
sam,44,0.2707,86.45,2954.5,0.05
sam,45,0.2563,85.86,3021.7,0.05
sam,46,0.2645,83.08,3088.9,0.05
sam,47,0.2718,86.27,3156.1,0.05
sam,48,0.2597,86.04,3223.3,0.05
sam,49,0.2499,83.08,3290.4,0.05
sam,50,0.2412,84.15,3357.6,0.05
