# dataset=cifar100 epochs=50 seed=2 batch=128 wd=0.0005 rho_max=0.05 rho_aux=0.01 torch=2.10.0+cu128
optimizer,epoch,train_loss,test_acc,time_s,lr
muonsam,5,1.0330,63.01,362.0,0.02
muonsam,6,0.8898,66.13,434.2,0.02
muonsam,7,0.7544,65.72,506.5,0.02
muonsam,8,0.6525,67.64,578.8,0.02
muonsam,9,0.5683,67.98,651.0,0.02
muonsam,10,0.4854,68.15,723.4,0.02
muonsam,11,0.4242,69.42,795.7,0.02
muonsam,12,0.3684,69.20,868.2,0.02
muonsam,13,0.3322,68.90,940.4,0.02
muonsam,14,0.2923,69.37,1012.6,0.02
muonsam,15,0.2661,69.12,1084.8,0.02
muonsam,16,0.2452,70.01,1194.9,0.02
muonsam,17,0.2235,70.69,1305.2,0.02
muonsam,18,0.1936,71.68,1415.4,0.02
muonsam,19,0.1771,71.77,1525.7,0.02
muonsam,20,0.1619,72.40,1636.2,0.02
muonsam,21,0.1538,72.36,1746.6,0.02
muonsam,22,0.1417,72.88,1857.0,0.02
muonsam,23,0.1325,72.80,1967.4,0.02
muonsam,24,0.1233,72.67,2077.7,0.02
muonsam,25,0.1145,72.78,2188.4,0.02
muonsam,26,0.1056,72.97,2298.8,0.02
muonsam,27,0.0991,72.69,2409.2,0.02
muonsam,28,0.0937,72.86,2519.7,0.02
muonsam,29,0.0876,72.22,2630.2,0.02
muonsam,30,0.0848,73.39,2740.8,0.02
muonsam,31,0.0793,73.84,2851.3,0.02
muonsam,32,0.0767,73.26,2961.7,0.02
muonsam,33,0.0723,73.50,3072.0,0.02
muonsam,34,0.0675,73.06,3182.3,0.02
muonsam,35,0.0649,72.59,3292.9,0.02
muonsam,36,0.0633,73.19,3403.2,0.02
muonsam,37,0.0572,73.08,3513.5,0.02
muonsam,38,0.0556,73.24,3623.9,0.02
muonsam,39,0.0571,73.32,3734.2,0.02
muonsam,40,0.0534,72.76,3844.8,0.02
muonsam,41,0.0513,73.82,3955.0,0.02
muonsam,42,0.0497,73.56,4065.3,0.02
muonsam,43,0.0484,73.04,4175.8,0.02
muonsam,44,0.0473,73.63,4286.2,0.02
muonsam,45,0.0452,73.26,4396.7,0.02
muonsam,46,0.0428,73.55,4507.0,0.02
muonsam,47,0.0420,73.60,4617.5,0.02
muonsam,48,0.0399,73.95,4728.0,0.02
muonsam,49,0.0381,73.68,4838.5,0.02
muonsam,50,0.0379,73.51,4949.0,0.02
adamw,1,3.6072,22.23,46.9,0.001
adamw,2,2.7549,33.85,93.9,0.001
adamw,3,2.2648,38.67,141.2,0.001
adamw,4,1.9414,45.56,188.3,0.001
adamw,5,1.7037,51.34,235.3,0.001
adamw,6,1.5227,54.70,282.4,0.001
adamw,7,1.3702,55.07,329.5,0.001
adamw,8,1.2538,58.35,376.7,0.001
adamw,9,1.1400,59.33,423.9,0.001
adamw,10,1.0397,60.61,471.0,0.001
adamw,11,0.9550,62.84,518.0,0.001
adamw,12,0.8644,62.59,565.1,0.001
adamw,13,0.7911,62.54,612.1,0.001
adamw,14,0.7315,63.86,659.1,0.001
adamw,15,0.6595,65.77,706.0,0.001
adamw,16,0.6001,65.22,752.9,0.001
adamw,17,0.5449,64.57,800.0,0.001
adamw,18,0.4837,65.33,847.0,0.001
adamw,19,0.4427,65.66,893.9,0.001
adamw,20,0.3960,66.41,940.8,0.001
adamw,21,0.3577,65.93,987.9,0.001
adamw,22,0.3223,66.52,1034.9,0.001
adamw,23,0.2961,67.43,1081.8,0.001
adamw,24,0.2692,66.25,1129.0,0.001
adamw,25,0.2509,67.05,1176.2,0.001
adamw,26,0.2320,67.28,1223.4,0.001
adamw,27,0.2123,66.97,1270.5,0.001
adamw,28,0.2004,66.95,1317.6,0.001
adamw,29,0.1910,67.24,1364.6,0.001
adamw,30,0.1784,67.71,1411.5,0.001
adamw,31,0.1646,66.36,1458.6,0.001
adamw,32,0.1611,67.60,1505.6,0.001
adamw,33,0.1508,68.19,1552.7,0.001
adamw,34,0.1424,67.20,1599.7,0.001
adamw,35,0.1371,67.46,1646.7,0.001
adamw,36,0.1304,67.55,1693.5,0.001
adamw,37,0.1317,67.21,1740.3,0.001
adamw,38,0.1277,67.62,1787.2,0.001
adamw,39,0.1200,67.26,1834.2,0.001
adamw,40,0.1243,68.13,1881.2,0.001
adamw,41,0.1070,67.98,1928.3,0.001
adamw,42,0.1067,67.41,1975.3,0.001
adamw,43,0.1163,67.33,2022.2,0.001
adamw,44,0.0992,68.03,2069.0,0.001
adamw,45,0.0973,67.85,2115.8,0.001
adamw,46,0.1011,67.90,2162.6,0.001
adamw,47,0.0929,67.90,2209.4,0.001
adamw,48,0.0830,67.59,2256.4,0.001
adamw,49,0.0802,67.63,2303.5,0.001
adamw,50,0.0882,67.58,2350.5,0.001
sam,1,3.8705,16.87,89.8,0.05
sam,2,3.1886,25.27,179.4,0.05
sam,3,2.6530,31.46,269.1,0.05
sam,4,2.2408,41.84,359.0,0.05
sam,5,1.9441,45.84,448.9,0.05
sam,6,1.7441,51.30,538.6,0.05
sam,7,1.5784,52.25,628.0,0.05
sam,8,1.4608,55.24,717.6,0.05
sam,9,1.3692,55.84,807.3,0.05
sam,10,1.2842,58.82,896.9,0.05
sam,11,1.2145,60.42,986.4,0.05
sam,12,1.1591,60.81,1075.9,0.05
sam,13,1.1004,60.93,1165.3,0.05
sam,14,1.0601,60.98,1254.9,0.05
sam,15,1.0240,61.53,1344.6,0.05
sam,16,0.9881,58.41,1433.9,0.05
sam,17,0.9552,62.80,1523.4,0.05
sam,18,0.9171,62.28,1613.3,0.05
sam,19,0.9008,64.23,1702.7,0.05
sam,20,0.8636,62.68,1792.3,0.05
sam,21,0.8476,64.11,1882.0,0.05
sam,22,0.8241,63.23,1971.4,0.05
sam,23,0.7960,64.89,2061.0,0.05
sam,24,0.7824,64.08,2150.7,0.05
sam,25,0.7569,64.81,2240.6,0.05
sam,26,0.7366,64.58,2330.2,0.05
sam,27,0.7243,63.08,2419.9,0.05
sam,28,0.7097,65.69,2509.6,0.05
sam,29,0.7001,64.46,2599.4,0.05
sam,30,0.6930,66.16,2688.9,0.05
sam,31,0.6740,65.80,2778.3,0.05
sam,32,0.6646,65.56,2867.9,0.05
sam,33,0.6521,65.98,2957.6,0.05
sam,34,0.6449,66.08,3047.2,0.05
sam,35,0.6250,65.94,3136.6,0.05
sam,36,0.6175,64.05,3226.2,0.05
sam,37,0.6110,63.61,3315.8,0.05
sam,38,0.6067,66.07,3405.5,0.05
sam,39,0.5899,65.02,3495.0,0.05
sam,40,0.5850,66.65,3584.5,0.05
sam,41,0.5821,66.68,3674.2,0.05
sam,42,0.5726,64.69,3763.7,0.05
sam,43,0.5725,66.46,3853.2,0.05
sam,44,0.5578,65.84,3942.8,0.05
sam,45,0.5558,65.94,4032.2,0.05
sam,46,0.5510,67.11,4121.9,0.05
sam,47,0.5488,66.72,4211.6,0.05
sam,48,0.5421,65.47,4301.0,0.05
sam,49,0.5271,67.13,4390.7,0.05
sam,50,0.5313,65.96,4480.0,0.05
